iter	RMSE
799	1.021342023
800	1.019396849
801	1.018541659
802	1.01833009
803	1.016736935
804	1.016451913
805	1.014604204
806	1.013167913
807	1.011993931
808	1.010607785
809	1.009376516
810	1.009175071
811	1.008109632
812	1.007429215
813	1.006324049
814	1.004711131
815	1.003484154
816	1.002541623
817	1.00149037
818	1.000735055
819	0.9990054827
820	0.9975195528
821	0.9962965805
822	0.9954285543
823	0.9947091935
824	0.9935975969
825	0.9921895918
826	0.990789988
827	0.9899105156
828	0.9884273924
829	0.9875294627
830	0.9862194502
831	0.9844099147
832	0.9834605284
833	0.9820333484
834	0.9806127914
835	0.9799859462
836	0.9786374942
837	0.9771699148
838	0.9770256898
839	0.9756833654
840	0.9741570613
841	0.9732718544
842	0.9726854651
843	0.9719513778
844	0.9703460288
845	0.9698035549
846	0.9688157221
847	0.9680287126
848	0.9666144671
849	0.9664502718
850	0.9657134667
851	0.9644364392
852	0.9627787323
853	0.9619081269
854	0.9612728496
855	0.9600304241
856	0.9593021271
857	0.9580819887
858	0.9570188046
859	0.955439697
860	0.9537808453
861	0.9530778105
862	0.9519546568
863	0.9504983041
864	0.9496411898
865	0.9481495881
866	0.9471929012
867	0.945736857
868	0.9449727189
869	0.9433074481
870	0.9421771851
871	0.9413949243
872	0.9406276814
873	0.9393101016
874	0.9385440496
875	0.9372483482
876	0.9364642697
877	0.9349130237
878	0.9340984322
879	0.9328319796
880	0.9312444269
881	0.9304421844
882	0.9293269439
883	0.9279997528
884	0.9270205663
885	0.9259804818
886	0.9249617083
887	0.9235015498
888	0.9219923238
889	0.9210437426
890	0.9197915354
891	0.9196229481
892	0.9188557139
893	0.9179136305
894	0.9167602023
895	0.9159146555
896	0.9147202769
897	0.9132610287
898	0.9126751812
899	0.9110155347
900	0.9107234225
901	0.9100929912
902	0.9089867522
903	0.9081866136
904	0.9068922578
905	0.9057355863
906	0.9045280497
907	0.9031007968
908	0.9019993112
909	0.901305231
910	0.9005955543
911	0.9001252841
912	0.8992229873
913	0.8980412815
914	0.896385455
915	0.896213453
916	0.8957907649
917	0.8949916497
918	0.8940158114
919	0.8932507381
920	0.8917074226
921	0.8905512122
922	0.890011518
923	0.8885558118
924	0.8878375402
925	0.886220037
926	0.885367437
927	0.8839307843
928	0.8834113102
929	0.8819835856
930	0.8809482592
931	0.8795354975
932	0.8783758263
933	0.8777400211
934	0.8762453341
935	0.8755765817
936	0.8740426307
937	0.8733003014
938	0.8725433087
939	0.8720926845
940	0.8708538707
941	0.8699460967
942	0.8693343606
943	0.86804113
944	0.8669487088
945	0.8665461025
946	0.8659053328
947	0.8647002624
948	0.8639318831
949	0.8624997767
950	0.8616467936
951	0.8609168186
952	0.8597262913
953	0.8591287417
954	0.8579882222
955	0.8578640565
956	0.8570199979
957	0.8559244618
958	0.8552480447
959	0.8545425018
960	0.8533027583
961	0.8531576903
962	0.8517565264
963	0.8507832771
964	0.8503588559
965	0.8495630146
966	0.8488575955
967	0.8475713743
968	0.8466231993
969	0.8456559924
970	0.844155816
971	0.8427152825
972	0.8417401929
973	0.8415854161
974	0.8410513145
975	0.840501267
976	0.8399425464
977	0.8392467537
978	0.8383350523
979	0.8378853959
980	0.8369742266
981	0.8357238976
982	0.8343877507
983	0.8328740949
984	0.8322017958
985	0.8310974148
986	0.829725469
987	0.8295684454
988	0.8292150855
989	0.8286959066
990	0.8276967506
991	0.826328174
992	0.8256437979
993	0.8251532377
994	0.8246734642
995	0.8235792224
996	0.8226303923
997	0.8216021295
998	0.8205346483
999	0.8194098768
